Year,Trade type,State,Merchandise,Partner country,Geographic level 1,Geographic level 2,Geographic level 3,Sector,Expenditure in thousands
2016,Total Imports,Victoria, Inorganic chemical elements,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1054.09
2016,Total Imports,Victoria, Salts of inorganic acids & metals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,985.163
2016,Total Imports,Victoria, Radioactive materials,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,444.266
2016,Total Imports,Victoria," Pigments, paints & varnishes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.384
2016,Total Imports,Victoria, Pharm products (excl medicaments),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,831.758
2016,Total Imports,Victoria, Medicaments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,181.009
2016,Total Imports,Victoria, Essential oils & perfumes,Lebanon,Asia,Middle East,Other Middle East,Manufactures,75.318
2016,Total Imports,Victoria, Perfumery & cosmetics (excl soap),Lebanon,Asia,Middle East,Other Middle East,Manufactures,81.682
2016,Total Imports,Victoria, Perfumery & cosmetics (excl soap),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,28.709
2016,Total Imports,Victoria, Soap & cleansers,Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.924
2016,Total Imports,Victoria, Soap & cleansers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,119.99
2016,Total Imports,Victoria, Fertilisers (excl crude),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3956.299
2016,Total Imports,Victoria, Primary vinyl chloride polymers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.515
2016,Total Imports,Victoria, Primary polyacetals,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,15.452
2016,Total Imports,Victoria, Other primary plastics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2761.552
2016,Total Imports,Victoria," Plastic tubes, pipes & hoses",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,30.49
2016,Total Imports,Victoria," Plastic plates, sheets & film",Lebanon,Asia,Middle East,Other Middle East,Manufactures,4.473
2016,Total Imports,Victoria," Starches, inulin & wheat gluten",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.71
2016,Total Imports,Victoria, Prepared additives for mineral oils,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.3
2016,Total Imports,Victoria," Miscellaneous chemical products, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,542.872
2016,Total Imports,Victoria, Materials of rubber,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,56.274
2016,Total Imports,Victoria," Rubber articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,61.164
2016,Total Imports,Victoria," Wood manufactures, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,11.203
2016,Total Imports,Victoria," Wood manufactures, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.518
2016,Total Imports,Victoria, Paper & paperboard,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,172.604
2016,Total Imports,Victoria," Paper & paperboard, cut to size",Lebanon,Asia,Middle East,Other Middle East,Manufactures,4.472
2016,Total Imports,Victoria," Man-made fabrics, woven",Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.156
2016,Total Imports,Victoria," Tulles, lace & ribbons",Lebanon,Asia,Middle East,Other Middle East,Manufactures,18.215
2016,Total Imports,Victoria," Tulles, lace & ribbons",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.021
2016,Total Imports,Victoria, Special yarns & fabrics,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.345
2016,Total Imports,Victoria," Made-up textile articles, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,2.028
2016,Total Imports,Victoria," Made-up textile articles, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,2.022
2016,Total Imports,Victoria, Floor coverings,Lebanon,Asia,Middle East,Other Middle East,Manufactures,4.4
2016,Total Imports,Victoria," Mineral manufactures, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,6.534
2016,Total Imports,Victoria," Mineral manufactures, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,15.538
2016,Total Imports,Victoria, Glassware,Lebanon,Asia,Middle East,Other Middle East,Manufactures,3.362
2016,Total Imports,Victoria, Pottery,Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.042
2016,Total Imports,Victoria, Pig-iron,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,94.057
2016,Total Imports,Victoria, Flat-rolled alloy steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.97
2016,Total Imports,Victoria, Tubes & pipes of iron or steel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,19.375
2016,Total Imports,Victoria, Copper,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,44.528
2016,Total Imports,Victoria, Nickel,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,292.842
2016,Total Imports,Victoria, Aluminium,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,343.475
2016,Total Imports,Victoria," Iron, steel, aluminium structures",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,24.609
2016,Total Imports,Victoria, Metal containers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.46
2016,Total Imports,Victoria," Nails, screws, nuts, bolts & rivets",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,69.697
2016,Total Imports,Victoria, Hand or machine tools,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,26.292
2016,Total Imports,Victoria, Cutlery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,25.125
2016,Total Imports,Victoria," Household equip of base metal, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,7.63
2016,Total Imports,Victoria," Household equip of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.669
2016,Total Imports,Victoria," Manufactures of base metal, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,4.923
2016,Total Imports,Victoria," Manufactures of base metal, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,210.443
2016,Total Imports,Victoria, Internal combustion piston engines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1029.127
2016,Total Imports,Victoria, Rotating electric plant & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,162.579
2016,Total Imports,Victoria, Rotating electric plant & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,46.632
2016,Total Imports,Victoria, Power generating machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,26.026
2016,Total Imports,Victoria, Agric machinery (excl tractors) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,502.232
2016,Total Imports,Victoria, Tractors,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,4
2016,Total Imports,Victoria, Civil engineering equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,79.194
2016,Total Imports,Victoria, Textile & leather machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.617
2016,Total Imports,Victoria, Paper & pulp mill machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,18.93
2016,Total Imports,Victoria, Food processing machines & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,74.994
2016,Total Imports,Victoria, Food processing machines & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,42.126
2016,Total Imports,Victoria, Specialised machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1056.05
2016,Total Imports,Victoria, Machine tools parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.669
2016,Total Imports,Victoria, Metalworking machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,24.816
2016,Total Imports,Victoria, Heating & cooling equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,19.234
2016,Total Imports,Victoria, Pumps for liquids & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,521.481
2016,Total Imports,Victoria, Pumps (excl liquid pumps) & parts,Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.375
2016,Total Imports,Victoria, Pumps (excl liquid pumps) & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1099.597
2016,Total Imports,Victoria, Mechanical handling equip & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1248.384
2016,Total Imports,Victoria, Non-electrical machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,111.108
2016,Total Imports,Victoria, Ball or roller bearings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,9.237
2016,Total Imports,Victoria," Taps, cocks & valves",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,94.58
2016,Total Imports,Victoria, Transmission shafts & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,493.744
2016,Total Imports,Victoria, Non-electric parts for machinery,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,371.921
2016,Total Imports,Victoria, Office machines,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,15.038
2016,Total Imports,Victoria, Computers,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,100.358
2016,Total Imports,Victoria, Computer parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,5.46
2016,Total Imports,Victoria," Monitors, projectors & TVs",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,416.991
2016,Total Imports,Victoria, Telecom equipment & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1240.182
2016,Total Imports,Victoria, Electric power machinery & parts,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,92.863
2016,Total Imports,Victoria, Electrical circuits equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,509.714
2016,Total Imports,Victoria, Electrical distributing equipment,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,107.418
2016,Total Imports,Victoria, Medical electrodiagnostic apparatus,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,920.955
2016,Total Imports,Victoria," Household-type equipment, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,554.47
2016,Total Imports,Victoria, Electronic integrated circuits,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10.194
2016,Total Imports,Victoria," Electrical machinery & parts, nes",Lebanon,Asia,Middle East,Other Middle East,Manufactures,1.065
2016,Total Imports,Victoria," Electrical machinery & parts, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,95.486
2016,Total Imports,Victoria, Goods vehicles,Norfolk Island,Oceania & Antarctica,Pacific Islands,Other Pacific Islands,Manufactures,3.5
2016,Total Imports,Victoria, Goods vehicles,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,332.47
2016,Total Imports,Victoria, Vehicle parts & accessories,Lebanon,Asia,Middle East,Other Middle East,Manufactures,9.051
2016,Total Imports,Victoria, Vehicle parts & accessories,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,238.78
2016,Total Imports,Victoria, Motorcycles & cycles,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,51.113
2016,Total Imports,Victoria," Aircraft, spacecraft & parts",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,10.244
2016,Total Imports,Victoria, Ships & boats (incl hovercraft),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,8.418
2016,Total Imports,Victoria," Sanitary, plumbing & heating fittings",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.183
2016,Total Imports,Victoria, Lighting fixtures & fittings,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,358.474
2016,Total Imports,Victoria," Furniture, mattresses & cushions",Lebanon,Asia,Middle East,Other Middle East,Manufactures,18.312
2016,Total Imports,Victoria," Furniture, mattresses & cushions",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,149.825
2016,Total Imports,Victoria," Travel goods, bags & like containers",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,59.448
2016,Total Imports,Victoria, Women's clothing (excl knitted),Lebanon,Asia,Middle East,Other Middle East,Manufactures,16.925
2016,Total Imports,Victoria," Women's clothing, knitted",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.434
2016,Total Imports,Victoria, Other textile clothing,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,3.065
2016,Total Imports,Victoria," Clothing accessories, nes",Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,4.194
2016,Total Imports,Victoria, Footwear,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1.361
2016,Total Imports,Victoria, Optical instruments,Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,21.42
2016,Total Imports,Victoria, Medical instruments (incl veterinary),Norway,Europe,Northern & Western Europe,Northern Europe,Manufactures,1384.6
